Level 1,Level 2,Level 3,Level 4,Full URL,Page Name,Writer,Status,Priority,Research Summary,Writer Brief Link,AI Brief Link,Target Keywords,Volume,Phase,Notes
Wyoming Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/wyoming/betmgm-promo-code.htm,BetMGM Wyoming Promo Code,Lewis Humphries,Not Started,High,,,,betmgm promo code wyoming,,PHASE 1,Wyoming BetMGM Promo
Wyoming Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/wyoming/caesars-review.htm,Caesars Wyoming Review,Lewis Humphries,Not Started,High,,,,caesars wyoming,,PHASE 1,Wyoming Brand #4
Wyoming Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/wyoming/caesars-promo-code.htm,Caesars Wyoming Promo Code,Lewis Humphries,Not Started,Medium,,,,caesars promo code wyoming,,PHASE 1,Wyoming Caesars Promo
Wyoming Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/wyoming/fanatics-review.htm,Fanatics Wyoming Review,Lewis Humphries,Not Started,High,,,,fanatics wyoming,,PHASE 1,Wyoming Brand #5
Wyoming Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/wyoming/fanatics-promo-code.htm,Fanatics Wyoming Promo Code,Lewis Humphries,Not Started,Medium,,,,fanatics promo code wyoming,,PHASE 1,Wyoming Fanatics Promo
Nevada Betting,,,,https://www.topendsports.com/sport/betting/nevada/index.htm,Best Betting Sites in Nevada,Tom Goldsmith,Not Started,Low,,,,nevada sports betting,900,PHASE 1,Nevada Hub - Legal - Not Targeting (No DK/FD) - Regulator: Nevada Gaming Control Board
Nevada Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/nevada/betting-apps.htm,Best Betting Apps in Nevada,Tom Goldsmith,Not Started,Medium,,,,nevada betting apps,300,PHASE 1,Nevada Apps
Nevada Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/nevada/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Nevada,Tom Goldsmith,Not Started,Medium,,,,nevada sportsbook bonuses promo codes,,PHASE 1,Nevada Bonuses & Promo Codes - Combined page
Nevada Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/nevada/betmgm-review.htm,BetMGM Nevada Review,Tom Goldsmith,Not Started,Critical,,,,betmgm nevada,,PHASE 1,Nevada Brand #1
Nevada Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/nevada/betmgm-promo-code.htm,BetMGM Nevada Promo Code,Tom Goldsmith,Not Started,High,,,,betmgm promo code nevada,,PHASE 1,Nevada BetMGM Promo
Nevada Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/nevada/caesars-review.htm,Caesars Nevada Review,Tom Goldsmith,Not Started,Critical,,,,caesars nevada,,PHASE 1,Nevada Brand #2
Nevada Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/nevada/caesars-promo-code.htm,Caesars Nevada Promo Code,Tom Goldsmith,Not Started,Medium,,,,caesars promo code nevada,,PHASE 1,Nevada Caesars Promo
Nevada Betting,Sportsbook Reviews,Westgate SuperBook,,https://www.topendsports.com/sport/betting/nevada/superbook-review.htm,Westgate SuperBook Nevada Review,Tom Goldsmith,Not Started,High,,,,westgate superbook nevada,,PHASE 1,Nevada Brand #3
Nevada Betting,Sportsbook Reviews,Circa Sports,,https://www.topendsports.com/sport/betting/nevada/circa-sports-review.htm,Circa Sports Nevada Review,Tom Goldsmith,Not Started,High,,,,circa sports nevada,,PHASE 1,Nevada Brand #4
Nevada Betting,Sportsbook Reviews,STN Sports,,https://www.topendsports.com/sport/betting/nevada/stn-sports-review.htm,STN Sports Nevada Review,Tom Goldsmith,Not Started,High,,,,stn sports nevada,,PHASE 1,Nevada Brand #5
